"Site","Year","SampleRound","Doy","Date","SFBloomStatus","TransectType","GenusSpecies","Abundance","SpParasitismRate","SpInfectedIndividuals","SFspecialist","d","Lecty","degree","r.degree","max.days","min.days","mean.days","median.days","mean.abund","median.abund","PlantPol","NestLoc","Excavate","Sociality","MeanITD","SFBloom","TotalAbundance","Richness","SiteParasitismRate","SiteInfectedIndividuals","County","State","Country","Lat","Long","SiteType","Datum","AdjSF","AdjHR","AltSiteName","SF2019_350","SF2019_1000","SF2019_2500","SF2018_350","SF2018_1000","SF2018_2500","SF2017_350","SF2017_1000","SF2017_2500","Nat350","Nat1000","Nat2500","HR350","HR1000","HR2500","SunflowerCurrent350","SunflowerCurrent1000","SunflowerCurrent2500","SunflowerLastYr350","SunflowerLastYr1000","SunflowerLastYr2500","FloralAbundance","FloralRichness","FloralDiv","HBParasitismRate"
"RomingerControl","2019","6",207,2019-07-26,"after bloom","WM","Halictus tripartitus",3,0.666666666666667,2,"no",0.14721393,"polylectic",89,113.045455,129,86,107.8,107.5,22.4444444,11,"Pollinator","below","ex","social",1.2915664,0,24,6,0.818181818181818,18,"Yolo","CA","USA",38.545401,-121.943613,"WM + SF","WGS84","SF","no HR","WM + SF6",335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,55212.1744993389,611246.573638482,4348205.751591,5763.80431806633,327024.232370568,8048354.69747733,3.16799210605577e-05,148.072375329803,1833.31830472146,335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,235,2,0.0490397522636138,NA
"RomingerControl","2019","6",207,2019-07-26,"after bloom","WM","Halictus ligatus",2,1,2,"no",0.21310324,"polylectic",52,80.5714286,112,48,98.3,106.5,9.37714286,5,"Pollinator","below","ex","social",1.53170732,0,24,6,0.818181818181818,18,"Yolo","CA","USA",38.545401,-121.943613,"WM + SF","WGS84","SF","no HR","WM + SF6",335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,55212.1744993389,611246.573638482,4348205.751591,5763.80431806633,327024.232370568,8048354.69747733,3.16799210605577e-05,148.072375329803,1833.31830472146,335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,235,2,0.0490397522636138,NA
"RomingerForb","2019","1",156,2019-06-05,"before bloom","HR","Lasioglossum incompletum",1,1,1,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,0,1,1,1,1,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,344,3,0.292269659956229,NA
"RomingerForb","2019","2",165,2019-06-14,"starting to bloom","HR","Lasioglossum incompletum",2,1,1,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,0.04,3,2,1,2,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,380,1,0,0.833333333333333
"RomingerForb","2019","2",165,2019-06-14,"starting to bloom","HR","Bombus melanopygus",1,1,1,"no",0.37287185,"polylectic",11,29,54,1,23.25,16,1.93333333,1,"Pollinator","mix","rent","social",3.86,0.04,3,2,1,2,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,380,1,0,0.833333333333333
"RomingerForb","2019","3",171,2019-06-20,"peak","SF","Melissodes agilis",73,0.909090909090909,10,"yes",0.4466257,"oligolectic",20,21.3333333,74,1,40.7777778,49,12.8717949,2,"Pollinator","below","ex","solitary",2.6000002,1,88,5,0.88,22,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,239,1,0,NA
"RomingerForb","2019","3",171,2019-06-20,"peak","SF","Lasioglossum incompletum",12,0.909090909090909,10,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,1,88,5,0.88,22,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,239,1,0,NA
"RomingerForb","2019","3",171,2019-06-20,"peak","SF","Melissodes lupina",1,0,0,"yes",0.22998277,"oligolectic",27,39.25,99,39,70.5,69,3.82178218,2,"Pollinator","below","ex","solitary",2.20487805,1,88,5,0.88,22,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,239,1,0,NA
"RomingerForb","2019","3",171,2019-06-20,"peak","SF","Diadasia enavata",1,1,1,"yes",0.18920676,"oligolectic",16,34,64,1,14.2222222,9,2.36363636,2,"Pollinator","below","ex","solitary",2.81512195,1,88,5,0.88,22,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,239,1,0,NA
"RomingerForb","2019","3",171,2019-06-20,"peak","SF","Melissodes stearnsi",1,1,1,"yes",0.30355506,"oligolectic",11,26,58,1,26,22.5,2.58823529,1,"Pollinator","below","ex","solitary",2.03902439,1,88,5,0.88,22,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,239,1,0,NA
"RomingerForb","2019","4",184,2019-07-03,"peak","HR","Lasioglossum incompletum",3,1,3,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,1,3,1,1,3,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,115,3,0.270921808016297,1
"RomingerForb","2019","4",184,2019-07-03,"peak","SF","Lasioglossum sp. d",1,1,1,"no",NA,"polylectic",NA,NA,NA,NA,NA,NA,NA,NA,"Pollinator","below","ex","social",1.266,1,122,5,0.846153846153846,22,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,115,3,0.270921808016297,1
"RomingerForb","2019","4",184,2019-07-03,"peak","SF","Melissodes agilis",67,0.75,9,"yes",0.4466257,"oligolectic",20,21.3333333,74,1,40.7777778,49,12.8717949,2,"Pollinator","below","ex","solitary",2.6000002,1,122,5,0.846153846153846,22,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,115,3,0.270921808016297,1
"RomingerForb","2019","4",184,2019-07-03,"peak","SF","Melissodes lupina",5,0.8,4,"yes",0.22998277,"oligolectic",27,39.25,99,39,70.5,69,3.82178218,2,"Pollinator","below","ex","solitary",2.20487805,1,122,5,0.846153846153846,22,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,115,3,0.270921808016297,1
"RomingerForb","2019","4",184,2019-07-03,"peak","SF","Lasioglossum diversopunctatum",1,1,1,"no",0.08613646,"polylectic",23,48,111,34,68.6666667,61,2.36363636,1,"Pollinator","below","ex","social",1.29836066,1,122,5,0.846153846153846,22,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,115,3,0.270921808016297,1
"RomingerForb","2019","4",184,2019-07-03,"peak","SF","Lasioglossum incompletum",48,1,7,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,1,122,5,0.846153846153846,22,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,115,3,0.270921808016297,1
"RomingerForb","2019","5",196,2019-07-15,"ending bloom","HR","Halictus tripartitus",1,1,1,"no",0.14721393,"polylectic",89,113.045455,129,86,107.8,107.5,22.4444444,11,"Pollinator","below","ex","social",1.2915664,0.3,40,4,0.9,9,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,254,4,1.26165958354385,NA
"RomingerForb","2019","5",196,2019-07-15,"ending bloom","HR","Lasioglossum sp. d",1,1,1,"no",NA,"polylectic",NA,NA,NA,NA,NA,NA,NA,NA,"Pollinator","below","ex","social",1.266,0.3,40,4,0.9,9,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,254,4,1.26165958354385,NA
"RomingerForb","2019","5",196,2019-07-15,"ending bloom","HR","Lasioglossum incompletum",36,1,6,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,0.3,40,4,0.9,9,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,254,4,1.26165958354385,NA
"RomingerForb","2019","5",196,2019-07-15,"ending bloom","HR","Lasioglossum tegulariforme",2,0.5,1,"no",0.12376958,"polylectic",37,43.5454546,114,32,90.4,100,3.80833333,2,"Pollinator","below","ex","social",0.87804878,0.3,40,4,0.9,9,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,254,4,1.26165958354385,NA
"RomingerForb","2019","5",196,2019-07-15,"ending bloom","SF","Melissodes robustior",2,1,2,"yes",0.40495536,"oligolectic",13,37.5,67,1,25,20,7.28,2,"Pollinator","below","ex","solitary",2.76281216,0.3,28,5,0.909090909090909,20,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,254,4,1.26165958354385,NA
"RomingerForb","2019","5",196,2019-07-15,"ending bloom","SF","Lasioglossum incompletum",10,0.6,3,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,0.3,28,5,0.909090909090909,20,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,254,4,1.26165958354385,NA
"RomingerForb","2019","5",196,2019-07-15,"ending bloom","SF","Halictus ligatus",1,1,1,"no",0.21310324,"polylectic",52,80.5714286,112,48,98.3,106.5,9.37714286,5,"Pollinator","below","ex","social",1.53170732,0.3,28,5,0.909090909090909,20,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,254,4,1.26165958354385,NA
"RomingerForb","2019","5",196,2019-07-15,"ending bloom","SF","Melissodes agilis",14,1,13,"yes",0.4466257,"oligolectic",20,21.3333333,74,1,40.7777778,49,12.8717949,2,"Pollinator","below","ex","solitary",2.6000002,0.3,28,5,0.909090909090909,20,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,254,4,1.26165958354385,NA
"RomingerForb","2019","5",196,2019-07-15,"ending bloom","SF","Melissodes lupina",1,1,1,"yes",0.22998277,"oligolectic",27,39.25,99,39,70.5,69,3.82178218,2,"Pollinator","below","ex","solitary",2.20487805,0.3,28,5,0.909090909090909,20,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,254,4,1.26165958354385,NA
"RomingerForb","2019","6",207,2019-07-26,"after bloom","HR","Diadasia enavata",1,1,1,"yes",0.18920676,"oligolectic",16,34,64,1,14.2222222,9,2.36363636,2,"Pollinator","below","ex","solitary",2.81512195,0,19,2,0.909090909090909,10,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,65,4,0.352337078271547,NA
"RomingerForb","2019","6",207,2019-07-26,"after bloom","HR","Lasioglossum incompletum",18,0.9,9,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,0,19,2,0.909090909090909,10,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,65,4,0.352337078271547,NA
"Sagara","2019","1",163,2019-06-12,"before bloom","WM","Lasioglossum incompletum",1,1,1,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,0,1,1,1,1,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,2416,6,0.315567211317043,NA
"Sagara","2019","2",168,2019-06-17,"before bloom","WM","Lasioglossum incompletum",1,1,1,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,0,1,1,1,1,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,97,4,1.12495310960366,1
"Sagara","2019","3",182,2019-07-01,"starting to bloom","SF","Lasioglossum incompletum",1,1,1,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,0.08,58,3,0.916666666666667,11,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,2337,4,0.0775287223414179,NA
"Sagara","2019","3",182,2019-07-01,"starting to bloom","SF","Melissodes agilis",56,0.9,9,"yes",0.4466257,"oligolectic",20,21.3333333,74,1,40.7777778,49,12.8717949,2,"Pollinator","below","ex","solitary",2.6000002,0.08,58,3,0.916666666666667,11,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,2337,4,0.0775287223414179,NA
"Sagara","2019","3",182,2019-07-01,"starting to bloom","SF","Svastra obliqua expurgata",1,1,1,"yes",0.20444741,"oligolectic",11,11.5,55,1,22.8888889,16,1.85714286,1,"Pollinator","below","ex","solitary",3.33681766,0.08,58,3,0.916666666666667,11,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,2337,4,0.0775287223414179,NA
"Sagara","2019","3",182,2019-07-01,"starting to bloom","WM","Hylaeus morphoB",1,1,1,"no",NA,"polylectic",NA,NA,NA,NA,NA,NA,NA,NA,"Pollinator","above","rent","solitary",1.45,0.08,12,4,0.583333333333333,7,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,2337,4,0.0775287223414179,NA
"Sagara","2019","3",182,2019-07-01,"starting to bloom","WM","Ceratina acantha",4,0.25,1,"no",0.19942035,"polylectic",33,41.3333333,117,32,86.1,96,7.86666667,4,"Pollinator","above","ex","solitary",1.15409836,0.08,12,4,0.583333333333333,7,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,2337,4,0.0775287223414179,NA
"Sagara","2019","3",182,2019-07-01,"starting to bloom","WM","Lasioglossum incompletum",5,0.8,4,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,0.08,12,4,0.583333333333333,7,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,2337,4,0.0775287223414179,NA
"Sagara","2019","3",182,2019-07-01,"starting to bloom","WM","Halictus tripartitus",2,0.5,1,"no",0.14721393,"polylectic",89,113.045455,129,86,107.8,107.5,22.4444444,11,"Pollinator","below","ex","social",1.2915664,0.08,12,4,0.583333333333333,7,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,2337,4,0.0775287223414179,NA
"Sagara","2019","4",190,2019-07-09,"peak","SF","Melissodes agilis",107,1,10,"yes",0.4466257,"oligolectic",20,21.3333333,74,1,40.7777778,49,12.8717949,2,"Pollinator","below","ex","solitary",2.6000002,0.92,108,2,1,11,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,285,4,0.906920600190404,0.666666666666667
"Sagara","2019","4",190,2019-07-09,"peak","SF","Lasioglossum incompletum",1,1,1,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,0.92,108,2,1,11,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,285,4,0.906920600190404,0.666666666666667
